,Id,protoform,DoT,DoS,DoF,symptom,label
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have energy-related features at high level.",0.0,0.1443809523809524,0.22406167319083167,1,energy
0,0.0,"Among records that contribute against predicting 1 class, most of them have pitch-related features at low level.",0.0,0.3713888888888889,0.4816124012856559,1,pitch
1,1.0,"Among records that contribute against predicting 1 class, most of them have pitch-related features at medium level.",0.0,0.295,0.4816124012856559,1,pitch
2,2.0,"Among records that contribute against predicting 1 class, most of them have pitch-related features at high level.",0.0,0.22777777777777777,0.4816124012856559,1,pitch
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have pitch-related features at low level.",0.0,0.035277777777777776,0.031408095782919684,1,pitch
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have pitch-related features at medium level.",0.0,0.042222222222222223,0.031408095782919684,1,pitch
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have pitch-related features at high level.",0.0,0.04,0.031408095782919684,1,pitch
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have pitch-related features at low level.",0.0,0.2127777777777778,0.48364616959809137,1,pitch
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have pitch-related features at medium level.",0.0,0.25333333333333335,0.48364616959809137,1,pitch
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have pitch-related features at high level.",0.11698270060285457,0.33694444444444444,0.48364616959809137,1,pitch
0,0.0,"Among records that contribute against predicting 1 class, most of them have spectral-related features at low level.",0.0,0.30333333333333334,0.5591796821791458,1,spectral
1,1.0,"Among records that contribute against predicting 1 class, most of them have spectral-related features at medium level.",0.0,0.26814814814814814,0.5591796821791458,1,spectral
2,2.0,"Among records that contribute against predicting 1 class, most of them have spectral-related features at high level.",0.1621701833286893,0.4211111111111111,0.5591796821791458,1,spectral
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have spectral-related features at low level.",0.0,0.15555555555555556,0.05039967423831524,1,spectral
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have spectral-related features at medium level.",0.0,0.06666666666666667,0.05039967423831524,1,spectral
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have spectral-related features at high level.",0.0,0.13592592592592592,0.05039967423831524,1,spectral
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have spectral-related features at low level.",0.3093200294961041,0.2840740740740741,0.38708731024920534,1,spectral
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have spectral-related features at medium level.",0.0,0.1988888888888889,0.38708731024920534,1,spectral
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have spectral-related features at high level.",0.0,0.14333333333333334,0.38708731024920534,1,spectral
0,0.0,"Among records that contribute against predicting 1 class, most of them have quality-related features at low level.",0.41870922675612776,0.6793333333333333,0.7705323855012317,1,quality
1,1.0,"Among records that contribute against predicting 1 class, most of them have quality-related features at medium level.",0.0,0.26666666666666666,0.7705323855012317,1,quality
2,2.0,"Among records that contribute against predicting 1 class, most of them have quality-related features at high level.",0.0,0.594,0.7705323855012317,1,quality
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have quality-related features at low level.",0.689457093239595,0.020666666666666667,0.013187698588472907,1,quality
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have quality-related features at medium level.",0.0,0.006666666666666667,0.013187698588472907,1,quality
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have quality-related features at high level.",0.24791144981378804,0.020666666666666667,0.013187698588472907,1,quality
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have quality-related features at low level.",0.0,0.14666666666666667,0.21294658257696197,1,quality
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have quality-related features at medium level.",0.0,0.074,0.21294658257696197,1,quality
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have quality-related features at high level.",0.0,0.15466666666666667,0.21294658257696197,1,quality
0,0.0,"Among records that contribute against predicting 2 class, most of them have energy-related features at low level.",0.0,0.564,0.7131985999686826,2,energy
1,1.0,"Among records that contribute against predicting 2 class, most of them have energy-related features at medium level.",0.0,0.2337142857142857,0.7131985999686826,2,energy
2,2.0,"Among records that contribute against predicting 2 class, most of them have energy-related features at high level.",0.0,0.6006666666666667,0.7131985999686826,2,energy
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have energy-related features at low level.",0.5789290090392419,0.19133333333333333,0.059406393507151344,2,energy
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have energy-related features at medium level.",0.0,0.052,0.059406393507151344,2,energy
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have energy-related features at high level.",0.0,0.18342857142857144,0.059406393507151344,2,energy
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have energy-related features at low level.",0.4112101895901511,0.1823809523809524,0.22406167319083167,2,energy
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have energy-related features at medium level.",0.0,0.046952380952380954,0.22406167319083167,2,energy
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have energy-related features at high level.",0.0,0.15371428571428572,0.22406167319083167,2,energy
0,0.0,"Among records that contribute against predicting 2 class, most of them have pitch-related features at low level.",0.0,0.30416666666666664,0.4816124012856559,2,pitch
1,1.0,"Among records that contribute against predicting 2 class, most of them have pitch-related features at medium level.",0.0,0.2575,0.4816124012856559,2,pitch
2,2.0,"Among records that contribute against predicting 2 class, most of them have pitch-related features at high level.",0.0,0.3383333333333333,0.4816124012856559,2,pitch
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have pitch-related features at low level.",0.0,0.04527777777777778,0.031408095782919684,2,pitch
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have pitch-related features at medium level.",0.0,0.043055555555555555,0.031408095782919684,2,pitch
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have pitch-related features at high level.",0.0,0.03861111111111111,0.031408095782919684,2,pitch
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have pitch-related features at low level.",0.0,0.36333333333333334,0.48364616959809137,2,pitch
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have pitch-related features at medium level.",0.0,0.25722222222222224,0.48364616959809137,2,pitch
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have pitch-related features at high level.",0.0,0.2663888888888889,0.48364616959809137,2,pitch
0,0.0,"Among records that contribute against predicting 2 class, most of them have spectral-related features at low level.",0.0,0.2607407407407407,0.5591796821791458,2,spectral
1,1.0,"Among records that contribute against predicting 2 class, most of them have spectral-related features at medium level.",0.0,0.3359259259259259,0.5591796821791458,2,spectral
2,2.0,"Among records that contribute against predicting 2 class, most of them have spectral-related features at high level.",0.0,0.4625925925925926,0.5591796821791458,2,spectral
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have spectral-related features at low level.",0.0,0.16407407407407407,0.05039967423831524,2,spectral
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have spectral-related features at medium level.",0.0,0.14074074074074075,0.05039967423831524,2,spectral
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have spectral-related features at high level.",0.0,0.11074074074074074,0.05039967423831524,2,spectral
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have spectral-related features at low level.",1.0,0.3288888888888889,0.38708731024920534,2,spectral
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have spectral-related features at medium level.",0.0,0.2025925925925926,0.38708731024920534,2,spectral
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have spectral-related features at high level.",0.0,0.0962962962962963,0.38708731024920534,2,spectral
0,0.0,"Among records that contribute against predicting 2 class, most of them have quality-related features at low level.",0.05388704122757938,0.688,0.7705323855012317,2,quality
1,1.0,"Among records that contribute against predicting 2 class, most of them have quality-related features at medium level.",0.0,0.06466666666666666,0.7705323855012317,2,quality
2,2.0,"Among records that contribute against predicting 2 class, most of them have quality-related features at high level.",0.0,0.6926666666666667,0.7705323855012317,2,quality
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have quality-related features at low level.",1.0,0.021333333333333333,0.013187698588472907,2,quality
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have quality-related features at medium level.",0.0,0.0,0.013187698588472907,2,quality
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have quality-related features at high level.",0.0,0.016666666666666666,0.013187698588472907,2,quality
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have quality-related features at low level.",0.5458355728232235,0.16933333333333334,0.21294658257696197,2,quality
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have quality-related features at medium level.",0.0,0.03866666666666667,0.21294658257696197,2,quality
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have quality-related features at high level.",0.0,0.15866666666666668,0.21294658257696197,2,quality
0,0.0,"Among records that contribute against predicting 3 class, most of them have energy-related features at low level.",0.0,0.5515238095238095,0.7131985999686826,3,energy
1,1.0,"Among records that contribute against predicting 3 class, most of them have energy-related features at medium level.",0.0,0.3334285714285714,0.7131985999686826,3,energy
2,2.0,"Among records that contribute against predicting 3 class, most of them have energy-related features at high level.",0.0,0.5400952380952381,0.7131985999686826,3,energy
3,3.0,"Among records that contribute around zero to predicting 3 class, most of them have energy-related features at low level.",0.0,0.17971428571428572,0.059406393507151344,3,energy
4,4.0,"Among records that contribute around zero to predicting 3 class, most of them have energy-related features at medium level.",0.0,0.08304761904761905,0.059406393507151344,3,energy
5,5.0,"Among records that contribute around zero to predicting 3 class, most of them have energy-related features at high level.",0.0,0.1777142857142857,0.059406393507151344,3,energy
6,6.0,"Among records that contribute positively to predicting 3 class, most of them have energy-related features at low level.",0.0,0.1499047619047619,0.22406167319083167,3,energy
7,7.0,"Among records that contribute positively to predicting 3 class, most of them have energy-related features at medium level.",0.0,0.06314285714285714,0.22406167319083167,3,energy
8,8.0,"Among records that contribute positively to predicting 3 class, most of them have energy-related features at high level.",0.0,0.16733333333333333,0.22406167319083167,3,energy
0,0.0,"Among records that contribute against predicting 3 class, most of them have pitch-related features at low level.",0.0,0.19722222222222222,0.4816124012856559,3,pitch
1,1.0,"Among records that contribute against predicting 3 class, most of them have pitch-related features at medium level.",0.0,0.3138888888888889,0.4816124012856559,3,pitch
2,2.0,"Among records that contribute against predicting 3 class, most of them have pitch-related features at high level.",0.0,0.34194444444444444,0.4816124012856559,3,pitch
3,3.0,"Among records that contribute around zero to predicting 3 class, most of them have pitch-related features at low level.",0.0,0.04583333333333333,0.031408095782919684,3,pitch
4,4.0,"Among records that contribute around zero to predicting 3 class, most of them have pitch-related features at medium level.",0.3890672587174405,0.05444444444444444,0.031408095782919684,3,pitch
5,5.0,"Among records that contribute around zero to predicting 3 class, most of them have pitch-related features at high level.",0.0,0.03027777777777778,0.031408095782919684,3,pitch
6,6.0,"Among records that contribute positively to predicting 3 class, most of them have pitch-related features at low level.",0.5373201677584839,0.3447222222222222,0.48364616959809137,3,pitch
7,7.0,"Among records that contribute positively to predicting 3 class, most of them have pitch-related features at medium level.",0.0,0.22944444444444445,0.48364616959809137,3,pitch
8,8.0,"Among records that contribute positively to predicting 3 class, most of them have pitch-related features at high level.",0.0,0.19972222222222222,0.48364616959809137,3,pitch
0,0.0,"Among records that contribute against predicting 3 class, most of them have spectral-related features at low level.",0.0,0.4185185185185185,0.5591796821791458,3,spectral
1,1.0,"Among records that contribute against predicting 3 class, most of them have spectral-related features at medium level.",0.0,0.2851851851851852,0.5591796821791458,3,spectral
2,2.0,"Among records that contribute against predicting 3 class, most of them have spectral-related features at high level.",0.0,0.31592592592592594,0.5591796821791458,3,spectral
3,3.0,"Among records that contribute around zero to predicting 3 class, most of them have spectral-related features at low level.",1.0,0.15851851851851853,0.05039967423831524,3,spectral
4,4.0,"Among records that contribute around zero to predicting 3 class, most of them have spectral-related features at medium level.",0.0,0.06222222222222222,0.05039967423831524,3,spectral
5,5.0,"Among records that contribute around zero to predicting 3 class, most of them have spectral-related features at high level.",0.0,0.1337037037037037,0.05039967423831524,3,spectral
6,6.0,"Among records that contribute positively to predicting 3 class, most of them have spectral-related features at low level.",0.0,0.14851851851851852,0.38708731024920534,3,spectral
7,7.0,"Among records that contribute positively to predicting 3 class, most of them have spectral-related features at medium level.",0.0,0.18962962962962962,0.38708731024920534,3,spectral
8,8.0,"Among records that contribute positively to predicting 3 class, most of them have spectral-related features at high level.",0.3382323778810304,0.2896296296296296,0.38708731024920534,3,spectral
0,0.0,"Among records that contribute against predicting 3 class, most of them have quality-related features at low level.",0.0,0.6253333333333333,0.7705323855012317,3,quality
1,1.0,"Among records that contribute against predicting 3 class, most of them have quality-related features at medium level.",0.0,0.15,0.7705323855012317,3,quality
2,2.0,"Among records that contribute against predicting 3 class, most of them have quality-related features at high level.",0.9344556790735827,0.66,0.7705323855012317,3,quality
3,3.0,"Among records that contribute around zero to predicting 3 class, most of them have quality-related features at low level.",0.8666772905646738,0.022,0.013187698588472907,3,quality
4,4.0,"Among records that contribute around zero to predicting 3 class, most of them have quality-related features at medium level.",0.0,0.007333333333333333,0.013187698588472907,3,quality
5,5.0,"Among records that contribute around zero to predicting 3 class, most of them have quality-related features at high level.",0.0,0.02,0.013187698588472907,3,quality
6,6.0,"Among records that contribute positively to predicting 3 class, most of them have quality-related features at low level.",0.0,0.14533333333333334,0.21294658257696197,3,quality
7,7.0,"Among records that contribute positively to predicting 3 class, most of them have quality-related features at medium level.",0.0,0.08466666666666667,0.21294658257696197,3,quality
8,8.0,"Among records that contribute positively to predicting 3 class, most of them have quality-related features at high level.",0.0,0.17466666666666666,0.21294658257696197,3,quality
0,0.0,"Among records that contribute against predicting 4 class, most of them have energy-related features at low level.",0.0,0.5641904761904762,0.7131985999686826,4,energy
1,1.0,"Among records that contribute against predicting 4 class, most of them have energy-related features at medium level.",0.0,0.34933333333333333,0.7131985999686826,4,energy
2,2.0,"Among records that contribute against predicting 4 class, most of them have energy-related features at high level.",0.0,0.5417142857142857,0.7131985999686826,4,energy
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have energy-related features at low level.",0.0,0.18066666666666667,0.059406393507151344,4,energy
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have energy-related features at medium level.",0.0,0.08704761904761905,0.059406393507151344,4,energy
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have energy-related features at high level.",0.0,0.17695238095238094,0.059406393507151344,4,energy
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have energy-related features at low level.",0.0,0.1478095238095238,0.22406167319083167,4,energy
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have energy-related features at medium level.",0.0,0.06971428571428571,0.22406167319083167,4,energy
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have energy-related features at high level.",0.11941326558388535,0.16838095238095238,0.22406167319083167,4,energy
0,0.0,"Among records that contribute against predicting 4 class, most of them have pitch-related features at low level.",0.0,0.19583333333333333,0.4816124012856559,4,pitch
1,1.0,"Among records that contribute against predicting 4 class, most of them have pitch-related features at medium level.",0.0,0.3113888888888889,0.4816124012856559,4,pitch
2,2.0,"Among records that contribute against predicting 4 class, most of them have pitch-related features at high level.",0.0,0.3433333333333333,0.4816124012856559,4,pitch
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pitch-related features at low level.",0.0,0.04611111111111111,0.031408095782919684,4,pitch
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pitch-related features at medium level.",0.3957231566737397,0.05555555555555555,0.031408095782919684,4,pitch
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pitch-related features at high level.",0.0,0.03194444444444444,0.031408095782919684,4,pitch
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pitch-related features at low level.",0.3522274759991984,0.3438888888888889,0.48364616959809137,4,pitch
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pitch-related features at medium level.",0.0,0.23527777777777778,0.48364616959809137,4,pitch
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pitch-related features at high level.",0.0,0.2038888888888889,0.48364616959809137,4,pitch
0,0.0,"Among records that contribute against predicting 4 class, most of them have spectral-related features at low level.",0.0,0.4192592592592593,0.5591796821791458,4,spectral
1,1.0,"Among records that contribute against predicting 4 class, most of them have spectral-related features at medium level.",0.0,0.2814814814814815,0.5591796821791458,4,spectral
2,2.0,"Among records that contribute against predicting 4 class, most of them have spectral-related features at high level.",0.0,0.3188888888888889,0.5591796821791458,4,spectral
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have spectral-related features at low level.",1.0,0.16148148148148148,0.05039967423831524,4,spectral
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have spectral-related features at medium level.",0.0,0.06407407407407407,0.05039967423831524,4,spectral
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have spectral-related features at high level.",0.0,0.13148148148148148,0.05039967423831524,4,spectral
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have spectral-related features at low level.",0.0,0.1562962962962963,0.38708731024920534,4,spectral
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have spectral-related features at medium level.",0.0,0.18703703703703703,0.38708731024920534,4,spectral
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have spectral-related features at high level.",0.16551555346660976,0.28444444444444444,0.38708731024920534,4,spectral
0,0.0,"Among records that contribute against predicting 4 class, most of them have quality-related features at low level.",1.0,0.6433333333333333,0.7705323855012317,4,quality
1,1.0,"Among records that contribute against predicting 4 class, most of them have quality-related features at medium level.",0.0,0.146,0.7705323855012317,4,quality
2,2.0,"Among records that contribute against predicting 4 class, most of them have quality-related features at high level.",0.0,0.65,0.7705323855012317,4,quality
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have quality-related features at low level.",1.0,0.022,0.013187698588472907,4,quality
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have quality-related features at medium level.",0.0,0.007333333333333333,0.013187698588472907,4,quality
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have quality-related features at high level.",0.0,0.02,0.013187698588472907,4,quality
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have quality-related features at low level.",0.0,0.13733333333333334,0.21294658257696197,4,quality
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have quality-related features at medium level.",0.0,0.08733333333333333,0.21294658257696197,4,quality
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have quality-related features at high level.",0.0,0.18333333333333332,0.21294658257696197,4,quality
0,0.0,"Among records that contribute against predicting 5 class, most of them have energy-related features at low level.",0.0,0.5586666666666666,0.7131985999686826,5,energy
1,1.0,"Among records that contribute against predicting 5 class, most of them have energy-related features at medium level.",0.0,0.34809523809523807,0.7131985999686826,5,energy
2,2.0,"Among records that contribute against predicting 5 class, most of them have energy-related features at high level.",0.0,0.5402857142857143,0.7131985999686826,5,energy
3,3.0,"Among records that contribute around zero to predicting 5 class, most of them have energy-related features at low level.",0.0,0.18057142857142858,0.059406393507151344,5,energy
4,4.0,"Among records that contribute around zero to predicting 5 class, most of them have energy-related features at medium level.",0.0,0.0881904761904762,0.059406393507151344,5,energy
5,5.0,"Among records that contribute around zero to predicting 5 class, most of them have energy-related features at high level.",0.0,0.17752380952380953,0.059406393507151344,5,energy
6,6.0,"Among records that contribute positively to predicting 5 class, most of them have energy-related features at low level.",0.0,0.14895238095238095,0.22406167319083167,5,energy
7,7.0,"Among records that contribute positively to predicting 5 class, most of them have energy-related features at medium level.",0.0,0.0700952380952381,0.22406167319083167,5,energy
8,8.0,"Among records that contribute positively to predicting 5 class, most of them have energy-related features at high level.",0.40810285771243027,0.1682857142857143,0.22406167319083167,5,energy
0,0.0,"Among records that contribute against predicting 5 class, most of them have pitch-related features at low level.",0.0,0.19444444444444445,0.4816124012856559,5,pitch
1,1.0,"Among records that contribute against predicting 5 class, most of them have pitch-related features at medium level.",0.0,0.31027777777777776,0.4816124012856559,5,pitch
2,2.0,"Among records that contribute against predicting 5 class, most of them have pitch-related features at high level.",0.0,0.3502777777777778,0.4816124012856559,5,pitch
3,3.0,"Among records that contribute around zero to predicting 5 class, most of them have pitch-related features at low level.",0.0,0.04694444444444444,0.031408095782919684,5,pitch
4,4.0,"Among records that contribute around zero to predicting 5 class, most of them have pitch-related features at medium level.",0.910437682544917,0.05472222222222222,0.031408095782919684,5,pitch
5,5.0,"Among records that contribute around zero to predicting 5 class, most of them have pitch-related features at high level.",0.0,0.035833333333333335,0.031408095782919684,5,pitch
6,6.0,"Among records that contribute positively to predicting 5 class, most of them have pitch-related features at low level.",0.4349262712031766,0.3547222222222222,0.48364616959809137,5,pitch
7,7.0,"Among records that contribute positively to predicting 5 class, most of them have pitch-related features at medium level.",0.0,0.23694444444444446,0.48364616959809137,5,pitch
8,8.0,"Among records that contribute positively to predicting 5 class, most of them have pitch-related features at high level.",0.0,0.22805555555555557,0.48364616959809137,5,pitch
0,0.0,"Among records that contribute against predicting 5 class, most of them have spectral-related features at low level.",0.0,0.41555555555555557,0.5591796821791458,5,spectral
1,1.0,"Among records that contribute against predicting 5 class, most of them have spectral-related features at medium level.",0.0,0.28,0.5591796821791458,5,spectral
2,2.0,"Among records that contribute against predicting 5 class, most of them have spectral-related features at high level.",0.0,0.3181481481481481,0.5591796821791458,5,spectral
3,3.0,"Among records that contribute around zero to predicting 5 class, most of them have spectral-related features at low level.",1.0,0.16,0.05039967423831524,5,spectral
4,4.0,"Among records that contribute around zero to predicting 5 class, most of them have spectral-related features at medium level.",0.0,0.06037037037037037,0.05039967423831524,5,spectral
5,5.0,"Among records that contribute around zero to predicting 5 class, most of them have spectral-related features at high level.",0.0,0.13148148148148148,0.05039967423831524,5,spectral
6,6.0,"Among records that contribute positively to predicting 5 class, most of them have spectral-related features at low level.",0.0,0.15703703703703703,0.38708731024920534,5,spectral
7,7.0,"Among records that contribute positively to predicting 5 class, most of them have spectral-related features at medium level.",0.0,0.19111111111111112,0.38708731024920534,5,spectral
8,8.0,"Among records that contribute positively to predicting 5 class, most of them have spectral-related features at high level.",0.20036618914865084,0.2877777777777778,0.38708731024920534,5,spectral
0,0.0,"Among records that contribute against predicting 5 class, most of them have quality-related features at low level.",0.0,0.6306666666666667,0.7705323855012317,5,quality
